order-id,purchase-date,sku,quantity-purchased
111-8718684-0957012,2022-07-29T03:49:43-07:00,10334C,1.0
111-7248622-4705815,2022-07-29T04:47:42-07:00,724150,1.0
114-4776419-9793833,2022-07-29T05:22:51-07:00,724300,1.0
113-9013241-6640219,2022-07-29T05:11:00-07:00,22150,1.0
112-1374795-6273015,2022-07-29T05:47:29-07:00,24153,1.0
114-7575468-5991417,2022-07-29T05:48:22-07:00,36500,1.0
114-4476816-8839427,2022-07-29T06:11:02-07:00,791192,1.0
112-6426832-0014611,2022-07-29T06:17:15-07:00,791192,1.0
111-9293105-8912206,2022-07-29T06:14:06-07:00,724150,1.0
113-0923667-4879401,2022-07-29T06:35:13-07:00,791193,20.0
113-5131036-3033815,2022-07-29T06:37:59-07:00,24153,1.0
114-9263480-2741003,2022-07-29T06:34:16-07:00,F6-0O1K-QPPA,4.0
112-8306738-4945846,2022-07-29T06:41:35-07:00,10334C,1.0
114-8461056-7437838,2022-07-29T06:36:57-07:00,10334C,1.0
112-2261516-9997859,2022-07-29T06:56:46-07:00,10334C,3.0
111-0106495-2323410,2022-07-29T07:06:00-07:00,36500,1.0
113-0057500-8120230,2022-07-29T07:17:22-07:00,36500,1.0
112-5374599-4921008,2022-07-29T07:20:59-07:00,10334C,1.0
113-4923833-6999445,2022-07-29T07:20:05-07:00,799388,1.0
112-1771587-6573061,2022-07-29T07:38:33-07:00,10334C,1.0
112-9542409-1912232,2022-07-29T07:45:48-07:00,36500,1.0
111-4421471-7959402,2022-07-29T07:50:09-07:00,724500,1.0
111-4972143-4113062,2022-07-29T07:47:12-07:00,10311C,1.0
111-4972143-4113062,2022-07-29T07:47:12-07:00,10334C,1.0
111-3148393-3164267,2022-07-29T07:58:24-07:00,10334C,1.0
113-8540563-6919441,2022-07-29T08:13:54-07:00,724500,1.0
112-1954658-1945836,2022-07-29T08:19:15-07:00,10334C,1.0
114-7162729-4439452,2022-07-29T08:34:12-07:00,736303,1.0
111-3051128-5254665,2022-07-29T08:34:09-07:00,36500,1.0
112-5183615-0478619,2022-07-29T08:37:11-07:00,771851,10.0
112-0735448-2877021,2022-07-29T08:43:05-07:00,10334C,1.0
114-1328070-8056258,2022-07-29T08:53:43-07:00,36500,1.0
113-1987436-9337824,2022-07-29T09:01:30-07:00,10311C,1.0
111-9174347-1339445,2022-07-29T09:03:28-07:00,10334C,1.0
113-7719746-2958619,2022-07-29T09:22:43-07:00,724500,1.0
111-4205707-7840252,2022-07-29T09:36:16-07:00,24153,2.0
112-2798798-1236206,2022-07-29T09:34:36-07:00,30150,1.0
114-3678744-8896211,2022-07-29T09:34:51-07:00,27-1TVA-IET3,1.0
111-8414172-0157055,2022-07-29T09:56:24-07:00,724300,2.0
112-2227285-4748200,2022-07-29T10:05:21-07:00,27-1TVA-IET3,1.0
112-6862506-7866640,2022-07-29T10:31:03-07:00,724300,1.0
112-1367180-6782634,2022-07-29T10:07:55-07:00,730300,2.0
111-0571826-4138611,2022-07-29T10:18:10-07:00,722500,2.0
111-0571826-4138611,2022-07-29T10:18:10-07:00,36500,3.0
113-1124793-9911400,2022-07-29T10:25:21-07:00,10334C,1.0
111-8378120-9700239,2022-07-29T10:35:53-07:00,36500,1.0
114-6182177-4111409,2022-07-27T12:30:48-07:00,10334C,5.0
111-3369251-7665020,2022-07-29T10:59:31-07:00,10334C,1.0
113-6623036-3825822,2022-07-29T11:05:14-07:00,724150,1.0
111-1117255-1836268,2022-07-29T11:07:12-07:00,724300,1.0
111-4445077-5861022,2022-07-29T11:17:48-07:00,724500,5.0
114-7448015-5141068,2022-07-29T11:22:17-07:00,36500,2.0
111-3774820-2846609,2022-07-29T11:33:30-07:00,724150,1.0
111-2342960-3233817,2022-07-29T11:35:18-07:00,777143,1.0
114-3144237-6193042,2022-07-29T11:34:11-07:00,27-1TVA-IET3,3.0
111-7691234-7678619,2022-07-29T11:37:11-07:00,16200,1.0
112-6626631-6275402,2022-07-29T12:06:35-07:00,10334C,1.0
112-6626631-6275402,2022-07-29T12:06:35-07:00,10311C,1.0
113-8086382-8391434,2022-07-29T12:15:34-07:00,36500,2.0
113-2931349-3977031,2022-07-29T12:26:33-07:00,730300,1.0
111-7442414-7152219,2022-07-29T12:31:21-07:00,736303,1.0
114-3038401-3465047,2022-07-29T12:39:20-07:00,791193,1.0
114-8117437-1934620,2022-07-29T13:03:40-07:00,724500,1.0
111-3328346-8798623,2022-07-29T12:52:01-07:00,42304,2.0
112-8517553-8735464,2022-07-29T13:02:32-07:00,36150,2.0
112-9887714-4170606,2022-07-29T13:16:46-07:00,17500,1.0
111-7367203-8623412,2022-07-29T13:21:38-07:00,791193,3.0
114-0017928-9071474,2022-07-29T13:24:26-07:00,7822,1.0
111-1964402-4093001,2022-07-29T14:03:45-07:00,724300,2.0
114-5631107-3303440,2022-07-29T14:38:27-07:00,30030,1.0
113-7556644-9862612,2022-07-29T14:59:19-07:00,36500,1.0
111-7683248-5245008,2022-07-29T14:59:35-07:00,771851,2.0
114-9160921-0927461,2022-07-29T15:05:48-07:00,F6-0O1K-QPPA,1.0
114-3798227-1073069,2022-07-29T15:13:06-07:00,777143,10.0
111-0400483-8181065,2022-07-29T15:22:47-07:00,724300,1.0
112-5893474-0223416,2022-07-29T15:29:11-07:00,36500,1.0
111-0196741-8565808,2022-07-29T15:47:33-07:00,724150,1.0
113-7166106-5747446,2022-07-29T16:22:39-07:00,30150,1.0
114-7028332-4143418,2022-07-29T16:31:52-07:00,71850,1.0
111-1233018-5099461,2022-07-29T17:02:29-07:00,36150,1.0
112-5211830-1785035,2022-07-29T17:09:08-07:00,791193,1.0
113-6327625-2670622,2022-07-29T17:36:35-07:00,71850,1.0
111-9109990-2084232,2022-07-29T18:00:56-07:00,791193,1.0
111-0802242-3485058,2022-07-29T18:14:40-07:00,41300A,1.0
111-2928967-5164234,2022-07-29T18:15:29-07:00,36500,4.0
111-0376935-4108216,2022-07-29T18:44:07-07:00,22150,1.0
111-0376935-4108216,2022-07-29T18:44:07-07:00,730300,1.0
111-0783994-6807405,2022-07-29T21:31:04-07:00,24153,2.0
112-1175880-4817012,2022-07-30T03:20:39-07:00,17500,1.0
112-9343037-2113067,2022-07-30T06:24:36-07:00,924150,1.0
112-1244381-9515463,2022-07-30T07:28:42-07:00,791192,6.0
113-5641086-4315418,2022-07-30T11:15:58-07:00,730300,1.0
113-2431815-6117066,2022-07-30T11:40:35-07:00,724300,2.0
112-5218156-7929807,2022-07-30T12:29:45-07:00,724500,1.0
113-7772578-1681803,2022-07-30T12:36:10-07:00,30150,1.0
113-5874827-3255465,2022-07-30T12:36:58-07:00,10311C,1.0
112-8444629-8749058,2022-07-30T14:52:24-07:00,41305A,2.0
114-6356526-8269857,2022-07-30T15:32:25-07:00,777800,1.0
113-2474962-5756208,2022-07-30T18:47:49-07:00,791193,1.0
114-4728089-8935448,2022-07-30T21:17:03-07:00,777802,1.0
113-8607722-4814650,2022-07-31T07:35:05-07:00,791192,1.0
114-4847355-8668219,2022-07-31T08:04:52-07:00,36500,2.0
111-4304355-8172267,2022-07-31T08:15:54-07:00,724304,2.0
113-1061875-6037818,2022-07-31T08:32:59-07:00,734500,3.0
111-9915655-7199408,2022-07-31T08:55:07-07:00,42304,8.0
114-2332156-1239422,2022-07-31T10:16:14-07:00,36150,1.0
111-5561419-4381800,2022-07-31T10:43:57-07:00,17500,1.0
114-0238375-2774635,2022-07-31T11:00:33-07:00,MH-2SJR-ID3C,1.0
113-9233246-0044216,2022-07-31T12:19:19-07:00,791193,1.0
114-7300245-9548250,2022-07-31T14:38:24-07:00,777851,2.0
112-0233949-1669831,2022-07-31T14:49:57-07:00,777802,1.0
111-9026794-2191422,2022-07-31T15:35:15-07:00,41301A,2.0
114-6999168-0867449,2022-07-31T16:47:30-07:00,41300A,1.0
111-0721835-1361864,2022-07-31T17:56:13-07:00,4543C,1.0
112-9719163-5491418,2022-07-27T04:16:52-07:00,10334C,1.0
114-0537086-7144246,2022-08-01T05:13:21-07:00,27-1TVA-IET3,1.0
111-1600151-8802655,2022-07-27T08:17:18-07:00,36500,2.0
114-1708883-9969845,2022-08-01T05:54:17-07:00,36500,3.0
111-2704036-7497843,2022-08-01T06:24:22-07:00,10311C,1.0
113-4178495-0027429,2022-08-01T06:58:07-07:00,771851,1.0
114-9125773-9153823,2022-08-01T07:19:06-07:00,724304,1.0
111-7246875-7677013,2022-08-01T07:18:54-07:00,36500,2.0
113-2163359-5612204,2022-08-01T07:23:30-07:00,734500,1.0
111-8670704-9857030,2022-08-01T07:26:30-07:00,36500,1.0
111-2769150-6127438,2022-08-01T07:30:51-07:00,936599,1.0
112-6825794-1704237,2022-08-01T07:30:53-07:00,30150,1.0
112-6826175-9435452,2022-08-01T07:42:35-07:00,791192,1.0
114-8272661-5855420,2022-08-01T07:43:13-07:00,27-1TVA-IET3,2.0
111-6340733-0714605,2022-08-01T07:58:44-07:00,102467PLT,1.0
114-0224406-6150627,2022-08-01T08:12:32-07:00,71850,1.0
114-2751825-7825856,2022-08-01T08:25:58-07:00,791192,2.0
112-2591356-6481017,2022-08-01T08:50:38-07:00,36500,2.0
113-7632939-0357008,2022-08-01T08:51:16-07:00,36500,1.0
114-9515790-9021032,2022-08-01T08:58:59-07:00,791193,12.0
111-1884839-1339447,2022-08-01T09:03:32-07:00,36500,1.0
111-5119302-1823464,2022-08-01T09:04:49-07:00,30150,4.0
113-8928319-0968216,2022-08-01T09:05:06-07:00,730300,3.0
113-8928319-0968216,2022-08-01T09:05:06-07:00,22013,2.0
111-6823760-7972224,2022-08-01T09:38:55-07:00,36150,1.0
113-2094116-5333816,2022-08-01T09:41:29-07:00,779153,1.0
113-3582245-9033846,2022-08-01T09:51:17-07:00,724500,1.0
114-6933926-3165042,2022-08-01T09:54:39-07:00,724150,4.0
113-0315846-8893013,2022-08-01T09:54:56-07:00,36500,1.0
112-2998581-2219412,2022-08-01T10:43:22-07:00,724500,3.0
112-2998581-2219412,2022-08-01T10:43:22-07:00,30153,1.0
111-7889589-8555426,2022-08-01T10:53:22-07:00,791192,1.0
113-0907483-9449845,2022-08-01T10:53:56-07:00,791193,1.0
114-2812437-6847410,2022-08-01T10:57:22-07:00,36500,1.0
113-4315127-9671466,2022-08-01T11:14:01-07:00,10334C,4.0
112-1512583-9180229,2022-08-01T11:15:36-07:00,791192,1.0
113-1989662-7700203,2022-08-01T11:14:51-07:00,724500,3.0
113-1151926-3766632,2022-08-01T11:22:33-07:00,10334C,1.0
114-4498681-4644222,2022-08-01T11:33:59-07:00,791193,1.0
114-0146744-8622641,2022-08-01T11:46:49-07:00,791192,1.0
111-4693590-0184226,2022-08-01T11:52:30-07:00,724500,3.0
112-2010100-9937836,2022-08-01T12:10:07-07:00,36153,1.0
114-0232828-8249003,2022-08-01T12:07:06-07:00,36500,1.0
112-6354280-6537021,2022-08-01T12:10:11-07:00,10334C,1.0
114-8052029-9878641,2022-08-01T12:12:12-07:00,724300,6.0
112-3978427-6441044,2022-08-01T12:13:08-07:00,730300,12.0
114-5452331-3285043,2022-08-01T12:15:35-07:00,724500,1.0
112-7817074-1510663,2022-08-01T12:17:33-07:00,724150,2.0
113-9643251-9623440,2022-08-01T12:21:51-07:00,36150,1.0
113-3054418-4837831,2022-08-01T12:23:18-07:00,10317C,1.0
112-2102024-4879424,2022-08-01T12:21:40-07:00,730300,1.0
111-0687713-5153858,2022-08-01T12:46:43-07:00,791192,1.0
111-2675710-1489053,2022-08-01T12:35:38-07:00,30150,1.0
111-8251979-4014664,2022-08-01T12:36:34-07:00,724500,1.0
111-9398590-7352209,2022-08-01T12:37:57-07:00,734500,1.0
112-6563633-2229039,2022-08-01T12:39:48-07:00,724500,2.0
113-5760900-8718648,2022-08-01T12:53:21-07:00,36150,1.0
114-7211944-5503445,2022-08-01T12:40:40-07:00,10334C,5.0
111-9914714-7174638,2022-08-01T13:04:52-07:00,36500,2.0
112-4476236-1043409,2022-08-01T13:18:08-07:00,791192,1.0
111-1102400-6547461,2022-08-01T13:11:07-07:00,36500,3.0
114-9915507-6405060,2022-08-01T13:28:47-07:00,10317C,1.0
112-6298250-1669808,2022-08-01T13:34:09-07:00,10334C,2.0
112-6526036-5854658,2022-08-01T13:39:42-07:00,27-1TVA-IET3,2.0
113-8963117-6670623,2022-08-01T13:40:22-07:00,724500,1.0
113-6536778-9336202,2022-08-01T13:49:30-07:00,10311C,1.0
114-7268551-5849062,2022-08-01T14:00:11-07:00,36500,2.0
112-6700420-1568208,2022-08-01T13:55:03-07:00,10334C,1.0
113-6444980-7505815,2022-08-01T14:13:27-07:00,724300,1.0
111-2046897-8175440,2022-08-01T14:18:48-07:00,4543C,1.0
113-4259377-6501012,2022-08-01T14:50:36-07:00,102467PLT,3.0
114-0879131-3032222,2022-08-01T14:40:38-07:00,724500,1.0
112-6186884-5005831,2022-08-01T15:05:39-07:00,10334C,1.0
113-9978133-1791457,2022-08-01T15:10:38-07:00,24124,1.0
113-6510077-0511423,2022-08-01T14:59:39-07:00,24153,1.0
111-4928219-9603447,2022-08-01T15:29:30-07:00,791193,2.0
113-4879740-1668242,2022-08-01T15:18:14-07:00,724300,2.0
112-2024281-0381058,2022-08-01T15:54:34-07:00,10334C,1.0
114-7020304-2756258,2022-08-01T16:00:53-07:00,734500,1.0
114-2284910-5497865,2022-08-01T16:12:09-07:00,10334C,1.0
113-0529019-5741819,2022-08-01T17:31:20-07:00,27-1TVA-IET3,2.0
111-9977630-4656245,2022-08-01T17:45:29-07:00,791193,1.0
111-3020348-9198649,2022-08-01T17:46:01-07:00,779113,1.0
111-6217566-6454629,2022-08-01T21:10:05-07:00,791192,1.0
114-4092979-4257048,2022-08-01T22:33:02-07:00,724304,1.0
114-2210168-9385060,2022-08-01T22:54:13-07:00,24124,1.0
111-6262572-5306620,2022-08-02T01:01:31-07:00,724304,1.0
111-9210080-1115406,2022-08-02T04:22:48-07:00,10334C,2.0
113-2666191-1805047,2022-08-02T04:24:34-07:00,4543C,1.0
111-7932129-5197823,2022-08-02T04:24:00-07:00,724500,1.0
111-8604151-0619425,2022-08-02T04:27:19-07:00,95029,2.0
112-4224672-7339454,2022-08-02T04:41:38-07:00,724150,1.0
111-8139635-8451469,2022-08-02T05:05:09-07:00,36500,1.0
112-0028690-5942679,2022-08-02T05:00:47-07:00,36500,1.0
114-2642201-0312268,2022-08-02T05:23:49-07:00,27-1TVA-IET3,1.0
111-4263050-0492205,2022-08-02T05:36:20-07:00,27-1TVA-IET3,2.0
112-6716001-6005814,2022-08-02T05:38:58-07:00,779153,1.0
114-3304755-8350658,2022-08-02T06:14:50-07:00,10334C,3.0
114-3304755-8350658,2022-08-02T06:14:50-07:00,10311C,1.0
111-9301005-7916223,2022-08-02T05:54:36-07:00,724300,2.0
112-1535504-5479466,2022-08-02T05:58:07-07:00,30150,2.0
111-1345244-4917049,2022-08-02T06:02:39-07:00,10311C,1.0
111-1123581-4895462,2022-08-02T06:05:57-07:00,22150,2.0
113-2045113-5039451,2022-08-02T06:10:48-07:00,724500,2.0
111-4261404-2910648,2022-08-02T06:37:30-07:00,36500,1.0
113-2705256-8904268,2022-08-02T06:39:53-07:00,10334C,1.0
112-4146802-4277045,2022-08-02T06:44:53-07:00,724150,2.0
112-5130032-2981050,2022-08-02T06:44:30-07:00,36500,1.0
111-4005372-7557042,2022-08-02T06:57:31-07:00,777143,1.0
111-4430252-9701831,2022-08-02T07:17:29-07:00,36500,2.0
111-3953554-8822635,2022-08-02T07:21:14-07:00,724300,1.0
114-7335845-3797830,2022-08-02T07:26:05-07:00,724150,1.0
114-7335435-5886629,2022-08-02T07:45:04-07:00,36500,1.0
112-4040775-3395468,2022-08-02T07:41:07-07:00,10334C,1.0
111-9551755-7467461,2022-08-02T08:01:22-07:00,10334C,1.0
111-4557070-1805851,2022-08-02T08:10:13-07:00,40039-P1,1.0
112-2607953-6993009,2022-08-02T08:12:14-07:00,36500,2.0
111-4504965-9199409,2022-08-02T08:18:02-07:00,10334C,1.0
113-7690938-6750649,2022-08-02T08:34:36-07:00,724150,1.0
111-9291824-4874609,2022-08-02T08:29:51-07:00,10334C,2.0
111-9291824-4874609,2022-08-02T08:29:51-07:00,10311C,2.0
112-9853524-9663444,2022-08-02T08:32:05-07:00,10334C,5.0
112-3391058-8106646,2022-08-02T08:31:52-07:00,10334C,1.0
114-5113388-5782662,2022-08-02T08:32:16-07:00,30030,1.0
111-9911936-9892252,2022-08-02T08:37:18-07:00,777852,1.0
113-0840661-0881802,2022-08-02T08:39:45-07:00,10334C,1.0
111-3707302-6201811,2022-08-02T08:42:06-07:00,777802,1.0
114-6214663-2348268,2022-08-02T08:47:52-07:00,10311C,4.0
111-0343726-8524235,2022-08-02T08:57:07-07:00,779113,6.0
113-1988430-5946669,2022-08-02T09:26:10-07:00,10334C,1.0
114-5780554-0638659,2022-08-02T09:04:39-07:00,777802,2.0
114-0748360-3131411,2022-08-02T09:20:31-07:00,724304,1.0
111-2709973-0586614,2022-08-02T09:44:30-07:00,724500,2.0
114-1993125-1021001,2022-08-02T09:37:22-07:00,734500,1.0
114-2921430-5816215,2022-08-02T09:37:05-07:00,771851,1.0
112-3007449-6093014,2022-08-02T09:41:46-07:00,16200,1.0
111-2180926-4150601,2022-08-02T09:41:02-07:00,777850,1.0
112-1118468-0888212,2022-08-02T09:42:46-07:00,10317C,2.0
113-5153952-2409044,2022-08-02T09:46:37-07:00,791193,1.0
112-3925007-2481840,2022-08-02T09:45:04-07:00,722500,1.0
114-3432894-1096245,2022-07-28T10:11:44-07:00,724300,1.0
111-1947788-9432211,2022-08-02T09:57:12-07:00,27-1TVA-IET3,2.0
111-8585593-0945006,2022-08-02T09:57:09-07:00,724300,2.0
113-0829764-7260203,2022-08-02T09:57:57-07:00,36500,2.0
112-8513509-8678639,2022-08-02T10:10:58-07:00,724304,1.0
113-2951964-0072209,2022-08-02T09:59:34-07:00,724500,1.0
111-7897680-1597825,2022-08-02T10:04:12-07:00,10317C,1.0
114-6150292-1534603,2022-08-02T10:07:45-07:00,779112,1.0
112-8375703-4537816,2022-08-02T10:08:41-07:00,MH-2SJR-ID3C,2.0
114-6253977-5807423,2022-08-02T10:14:25-07:00,730300,2.0
112-8698092-0632249,2022-08-02T10:37:20-07:00,730300,2.0
112-1479930-6396261,2022-08-02T10:55:38-07:00,791193,6.0
113-0362030-9061829,2022-08-02T10:56:11-07:00,724500,1.0
112-1357296-7154663,2022-08-02T11:24:32-07:00,791193,1.0
111-0857495-3201046,2022-08-02T11:32:29-07:00,36150,1.0
114-7187028-5069026,2022-08-02T11:46:28-07:00,16200,1.0
112-1396488-0778639,2022-08-02T11:51:47-07:00,791193,3.0
112-3140808-5648256,2022-08-02T11:51:57-07:00,791192,1.0
111-2116270-8827435,2022-08-02T11:54:53-07:00,724300,1.0
111-0745277-7895458,2022-08-02T11:54:48-07:00,724304,1.0
113-7943809-1096243,2022-08-02T11:51:50-07:00,77113,5.0
114-2331059-4679446,2022-08-02T12:00:35-07:00,20030,1.0
114-1588995-7686635,2022-08-02T12:14:04-07:00,779113,8.0
111-0395079-4752217,2022-08-02T12:24:44-07:00,24153,1.0
111-0395079-4752217,2022-08-02T12:24:44-07:00,36153,1.0
112-8961345-4265048,2022-08-02T12:33:23-07:00,36500,1.0
111-7134156-6601036,2022-08-02T12:36:27-07:00,791193,1.0
114-2427979-7916209,2022-08-02T12:43:34-07:00,791192,1.0
114-3161449-3758662,2022-08-02T12:54:01-07:00,771851,1.0
113-5341637-4480237,2022-08-02T12:58:49-07:00,36500,1.0
112-1147606-5399413,2022-08-02T13:06:14-07:00,36500,2.0
111-4514594-1124229,2022-08-02T13:15:30-07:00,10334C,1.0
113-3648702-6701019,2022-08-02T13:19:20-07:00,724300,1.0
114-5959854-8826610,2022-08-02T13:42:57-07:00,10334C,4.0
111-6447294-4025019,2022-08-02T13:43:24-07:00,724500,1.0
113-3428738-4496243,2022-08-02T14:02:25-07:00,10334C,1.0
113-6898548-5489849,2022-08-02T14:13:08-07:00,10334C,1.0
111-1358362-7510619,2022-08-02T14:07:35-07:00,724300,1.0
111-4611649-2803448,2022-08-02T14:09:54-07:00,724300,1.0
114-5503516-4803447,2022-08-02T14:46:07-07:00,30150,1.0
112-9347416-4411467,2022-08-02T14:54:43-07:00,17500,2.0
114-7240862-0877813,2022-08-02T15:58:17-07:00,15500,2.0
111-3182515-4785056,2022-08-02T15:59:15-07:00,724150,1.0
114-7476804-3178619,2022-08-02T20:36:21-07:00,771851,1.0
112-6391891-9805820,2022-08-02T22:41:15-07:00,30650,1.0
111-9244519-0123443,2022-08-02T23:05:33-07:00,10334C,1.0
111-1753054-4019424,2022-08-03T02:09:14-07:00,41300A,1.0
111-6103977-7164240,2022-08-03T02:43:34-07:00,730300,1.0
112-8195057-6034635,2022-08-03T04:10:24-07:00,22150,3.0
114-3551057-4633849,2022-08-03T01:47:40-07:00,15001,1.0
114-0143935-7587464,2022-08-03T05:20:43-07:00,10334C,1.0
114-0435229-8475416,2022-08-03T05:34:14-07:00,27-1TVA-IET3,1.0
111-0142576-4166648,2022-08-03T06:24:48-07:00,30070,8.0
112-6106502-3572263,2022-08-03T06:12:34-07:00,724300,2.0
114-0889605-7713031,2022-08-03T06:06:28-07:00,724500,1.0
114-1388825-7832252,2022-08-03T06:17:25-07:00,791192,2.0
113-1127096-2981037,2022-08-03T06:37:44-07:00,724304,4.0
111-7499360-5145820,2022-08-03T06:39:04-07:00,777802,1.0
112-5041218-9329059,2022-08-03T06:46:42-07:00,36500,1.0
113-7655539-2873831,2022-08-03T06:51:11-07:00,730300,2.0
113-9211476-7974655,2022-08-03T06:53:33-07:00,50028,1.0
114-6645405-9028242,2022-08-03T07:02:03-07:00,36150,1.0
114-1954034-3325830,2022-08-03T07:10:21-07:00,10334C,1.0
112-9316144-9001867,2022-08-03T07:12:45-07:00,10334C,1.0
111-7270065-2791410,2022-08-03T07:13:57-07:00,36500,1.0
111-4717608-5737838,2022-08-03T07:11:20-07:00,791192,2.0
111-6586908-6858663,2022-08-03T07:25:04-07:00,30150,1.0
111-6719642-3152207,2022-08-03T07:37:32-07:00,36150,1.0
111-3362255-6663454,2022-08-03T07:38:02-07:00,10334C,2.0
111-4296043-5473851,2022-08-03T07:41:31-07:00,779113,1.0
114-6593700-4317051,2022-08-03T07:50:30-07:00,736688,1.0
114-9726490-1557826,2022-08-03T07:49:39-07:00,791192,2.0
111-2724135-8229856,2022-08-03T07:56:46-07:00,791192,4.0
113-0154511-2628208,2022-08-03T08:00:45-07:00,10334C,1.0
112-2883333-2634620,2022-08-03T08:03:28-07:00,791193,1.0
113-2726880-3630608,2022-08-03T08:17:40-07:00,10311C,1.0
112-2098712-6228211,2022-08-03T08:29:55-07:00,10311C,1.0
112-6920413-3044267,2022-08-03T08:40:41-07:00,791192,1.0
113-5673948-1025018,2022-08-03T08:49:38-07:00,724500,1.0
112-1144789-2425058,2022-08-03T08:49:44-07:00,36500,1.0
114-4722565-8215440,2022-08-03T08:58:16-07:00,36500,1.0
111-0952761-8465853,2022-08-03T09:03:04-07:00,10316,1.0
114-2039659-2978621,2022-08-03T09:24:05-07:00,27-1TVA-IET3,4.0
114-3462535-6089818,2022-08-03T09:16:07-07:00,10334C,1.0
111-2316067-8237828,2022-08-03T09:35:13-07:00,724150,1.0
114-5015310-2137869,2022-08-03T09:18:43-07:00,36500,1.0
114-1742706-9249000,2022-08-03T09:31:59-07:00,10334C,1.0
112-8298549-6909060,2022-08-03T09:39:28-07:00,777143,1.0
114-9404698-0948201,2022-08-03T09:43:58-07:00,30760,1.0
113-4017193-5882658,2022-08-03T09:46:24-07:00,36150,1.0
112-3551375-4310629,2022-08-03T09:47:49-07:00,36150,1.0
112-3590675-1741815,2022-08-03T09:51:41-07:00,779113,2.0
111-6776034-6453804,2022-08-03T09:53:33-07:00,27-1TVA-IET3,2.0
113-9840990-7630662,2022-08-03T09:54:54-07:00,791192,2.0
112-5221446-6552200,2022-08-03T09:59:19-07:00,724500,2.0
112-8347917-5140210,2022-08-03T10:09:36-07:00,724500,1.0
111-8575406-9504239,2022-08-03T10:12:19-07:00,36500,1.0
113-0884689-3958616,2022-08-03T10:17:13-07:00,42304,10.0
114-3130816-1493013,2022-08-03T10:29:42-07:00,777143,2.0
111-5977335-7165041,2022-08-03T10:44:06-07:00,10311C,2.0
113-7154898-9346648,2022-08-03T10:53:00-07:00,10334C,1.0
112-2461825-0900200,2022-08-03T11:00:09-07:00,36500,2.0
114-3068814-7489048,2022-08-03T10:56:58-07:00,724150,2.0
112-7102601-3318611,2022-08-03T11:04:18-07:00,10334C,2.0
113-6097447-4790621,2022-08-03T11:17:03-07:00,10334C,2.0
112-9147368-5774647,2022-08-03T11:19:43-07:00,779153,1.0
113-1288692-5382614,2022-08-03T11:33:15-07:00,773712,1.0
114-6245206-8968266,2022-08-03T11:39:10-07:00,10334C,1.0
112-5499797-1533060,2022-08-03T11:41:52-07:00,10316,1.0
112-3533080-9121819,2022-08-03T11:46:02-07:00,10334C,1.0
111-1162422-7360224,2022-08-03T11:47:36-07:00,724500,1.0
112-3218573-7974619,2022-08-03T12:10:40-07:00,730300,1.0
112-0380374-3119417,2022-08-03T12:18:21-07:00,10334C,1.0
114-5157478-2788240,2022-08-03T12:22:33-07:00,771851,1.0
114-0367147-1021873,2022-08-03T12:24:51-07:00,36500,2.0
114-0367147-1021873,2022-08-03T12:24:51-07:00,724500,4.0
111-6944763-0199415,2022-08-03T12:35:27-07:00,36500,2.0
114-1552682-8711414,2022-08-03T12:37:27-07:00,10316,3.0
113-2737325-9883469,2022-08-03T12:41:19-07:00,24153,1.0
114-6281906-7478653,2022-08-03T12:44:09-07:00,10334C,1.0
113-8795697-6227460,2022-08-03T12:44:21-07:00,779113,1.0
111-5932509-4454652,2022-08-03T12:47:25-07:00,730070,4.0
113-0967010-7193063,2022-08-03T12:44:02-07:00,36150,1.0
113-7192368-1616202,2022-08-03T12:44:14-07:00,10334C,2.0
114-0712390-3282626,2022-08-03T13:05:46-07:00,791193,2.0
111-8008834-3364202,2022-08-03T13:23:14-07:00,791193,1.0
113-7623242-8384258,2022-08-03T13:27:15-07:00,791193,1.0
113-8839610-6473869,2022-08-03T13:25:10-07:00,10334C,1.0
113-9281392-1734628,2022-08-03T13:37:33-07:00,799388,4.0
114-7393571-6192242,2022-08-03T13:39:30-07:00,771851,1.0
112-7945602-4572266,2022-08-03T13:45:11-07:00,777143,1.0
113-2444013-1948248,2022-08-03T13:49:57-07:00,36151,1.0
111-5344275-3585828,2022-08-03T14:08:10-07:00,791192,1.0
111-5648103-0589068,2022-08-03T14:20:56-07:00,16200,1.0
112-7601461-6481861,2022-08-03T14:28:33-07:00,724304,1.0
112-9861571-7929014,2022-08-03T13:22:22-07:00,15001,1.0
111-6046400-8844201,2022-08-03T14:47:24-07:00,36500,2.0
113-7374133-0901813,2022-08-03T14:55:29-07:00,30150,1.0
114-6638566-0638652,2022-08-03T14:50:09-07:00,10334C,1.0
114-0714430-7362635,2022-08-03T15:11:05-07:00,10316,1.0
113-4524438-5577869,2022-08-03T15:14:16-07:00,771851,1.0
111-6493252-8851417,2022-08-03T15:29:48-07:00,30150,2.0
112-3157668-8905039,2022-08-03T17:23:07-07:00,36150,1.0
114-2463141-5517862,2022-08-03T17:32:45-07:00,41305A,1.0
113-4291847-7499421,2022-08-03T17:37:22-07:00,27-1TVA-IET3,4.0
112-5817285-2524208,2022-08-03T18:36:08-07:00,41307A,1.0
114-2200192-7847400,2022-08-03T19:09:25-07:00,10334C,1.0
112-6004138-5891421,2022-08-03T14:02:50-07:00,15001,1.0
114-7404515-2848201,2022-08-03T19:37:55-07:00,10334C,1.0
