order-id,purchase-date,sku,quantity-purchased
114-8203187-1580207,2022-07-23T11:33:22-07:00,24124,1.0
114-7879701-7686649,2022-07-23T15:54:19-07:00,799388,2.0
113-3764769-2857041,2022-07-23T16:31:59-07:00,730300,1.0
114-2145567-6124205,2022-07-23T19:19:18-07:00,773409,1.0
111-7715570-1053815,2022-07-24T04:08:26-07:00,15001,1.0
113-7514997-8109840,2022-07-24T06:49:43-07:00,724300,1.0
111-5760401-5117803,2022-07-24T07:28:19-07:00,724500,2.0
111-5625891-9329035,2022-07-24T09:29:12-07:00,724500,1.0
114-8495641-5695444,2022-07-24T11:11:41-07:00,24124,1.0
113-9055747-0498651,2022-07-24T11:20:39-07:00,791192,1.0
114-2679910-7315401,2022-07-24T11:29:27-07:00,7821,1.0
112-3508792-5404258,2022-07-24T15:33:05-07:00,773409,1.0
111-5170482-9710657,2022-07-21T14:37:43-07:00,724150,1.0
111-6373706-8233003,2022-07-24T18:17:33-07:00,27-1TVA-IET3,1.0
114-5241836-6858666,2022-07-22T08:34:13-07:00,773409,2.0
113-8483448-5265054,2022-07-24T20:56:52-07:00,27-1TVA-IET3,1.0
111-9087756-0554626,2022-07-24T22:05:36-07:00,773409,1.0
112-5598415-9516260,2022-07-25T01:07:05-07:00,777850,1.0
113-6963028-4693853,2022-07-25T03:19:54-07:00,36500,1.0
113-4484978-6131449,2022-07-25T04:48:13-07:00,791193,1.0
113-9058063-7653864,2022-07-25T05:15:35-07:00,724300,1.0
113-2273266-7128247,2022-07-25T05:43:04-07:00,10311C,3.0
111-5981851-2942635,2022-07-25T06:09:20-07:00,30150,1.0
111-3656527-1363459,2022-07-25T06:14:52-07:00,36500,1.0
114-4373046-1564250,2022-07-25T06:24:36-07:00,724150,1.0
111-4946378-2461044,2022-07-25T06:42:42-07:00,22150,1.0
114-8380687-7094643,2022-07-25T06:47:33-07:00,779113,1.0
113-0538895-9419410,2022-07-25T06:49:38-07:00,724510,2.0
111-2692757-2757038,2022-07-25T06:54:39-07:00,9303,10.0
114-6692325-5124214,2022-07-25T07:15:28-07:00,724300,1.0
111-9672345-9042607,2022-07-25T07:17:00-07:00,10316,1.0
113-3158335-0209052,2022-07-25T07:24:17-07:00,36150,4.0
114-1123893-9049006,2022-07-25T07:33:47-07:00,724300,4.0
111-9448404-8333843,2022-07-25T08:03:51-07:00,791192,5.0
112-2999734-5521006,2022-07-25T08:28:51-07:00,30150,2.0
111-1620631-2076266,2022-07-25T08:31:05-07:00,779153,2.0
111-4196740-7979435,2022-07-25T08:32:59-07:00,724300,1.0
114-8792019-9865030,2022-07-25T08:37:24-07:00,771851,1.0
112-8392030-7711466,2022-07-25T08:37:30-07:00,724150,1.0
113-2401976-9134663,2022-07-25T08:51:59-07:00,36500,1.0
114-8216504-9920228,2022-07-25T08:53:21-07:00,15001,1.0
114-8360597-0985054,2022-07-25T09:19:17-07:00,724300,1.0
113-5756260-6242653,2022-07-25T09:45:40-07:00,724300,2.0
114-8101604-8493057,2022-07-25T10:08:20-07:00,36500,1.0
111-3830407-1042654,2022-07-25T10:19:22-07:00,730300,1.0
114-2221308-5801826,2022-07-25T10:24:43-07:00,724150,1.0
114-2747366-8442640,2022-07-25T10:23:24-07:00,10317C,1.0
112-9906129-3254660,2022-07-25T10:23:06-07:00,791193,1.0
111-3427463-1659439,2022-07-25T10:27:59-07:00,36500,1.0
114-4013184-9872255,2022-07-25T10:33:20-07:00,724300,2.0
111-4230959-8408238,2022-07-25T10:40:23-07:00,24650,1.0
111-1108196-1337862,2022-07-25T10:45:02-07:00,36500,1.0
113-9310274-0657010,2022-07-25T10:42:25-07:00,10317C,1.0
112-4317205-1101861,2022-07-25T10:58:14-07:00,724500,1.0
111-0372042-8773840,2022-07-25T11:08:41-07:00,724300,5.0
114-2710098-3296265,2022-07-25T11:13:06-07:00,791193,4.0
111-0813925-6367417,2022-07-25T11:14:31-07:00,36153,1.0
114-0705113-9812250,2022-07-25T11:20:14-07:00,724500,3.0
112-7324857-2794630,2022-07-25T11:33:45-07:00,42304,2.0
111-5940463-8034639,2022-07-25T11:29:59-07:00,36150,1.0
111-2788696-6797062,2022-07-25T11:26:31-07:00,36150,2.0
113-3957540-6544248,2022-07-25T11:31:45-07:00,27-1TVA-IET3,2.0
114-0385335-7723405,2022-07-25T11:46:57-07:00,10316,1.0
114-7308311-4899454,2022-07-25T11:52:00-07:00,791192,4.0
111-1025765-8359428,2022-07-25T12:06:24-07:00,724500,1.0
113-2762750-4113043,2022-07-21T06:51:25-07:00,36150,2.0
113-7230910-6441800,2022-07-25T12:19:15-07:00,724500,2.0
112-3805668-2483469,2022-07-25T12:21:04-07:00,724150,1.0
111-8178418-0976205,2022-07-25T12:28:17-07:00,10334C,1.0
113-5274859-6209805,2022-07-25T12:31:01-07:00,10311C,1.0
113-1948546-6117002,2022-07-25T12:46:49-07:00,27-1TVA-IET3,1.0
113-0146107-2517063,2022-07-25T12:51:03-07:00,791193,1.0
114-6625222-7971457,2022-07-25T12:58:23-07:00,724300,1.0
112-6855308-1397018,2022-07-25T12:55:56-07:00,10334C,1.0
112-7993839-5812236,2022-07-25T13:01:14-07:00,724300,1.0
114-7743421-2688254,2022-07-25T13:02:40-07:00,724300,1.0
113-0574059-5040259,2022-07-25T13:05:52-07:00,791193,1.0
111-1109998-3797056,2022-07-25T13:12:19-07:00,36150,1.0
113-9722683-7503446,2022-07-25T13:29:12-07:00,724300,3.0
113-4942023-5665032,2022-07-25T13:39:10-07:00,724500,2.0
114-2935523-5064202,2022-07-25T13:56:21-07:00,791193,1.0
114-8091721-1845812,2022-07-25T14:02:56-07:00,30150,1.0
112-2015123-6797856,2022-07-25T14:03:39-07:00,724500,4.0
114-9313749-7982666,2022-07-25T14:14:23-07:00,10334C,1.0
113-4310190-6301820,2022-07-25T14:20:29-07:00,791193,5.0
113-8826693-8309841,2022-07-25T14:21:22-07:00,24124,1.0
113-2001023-9604252,2022-07-25T14:29:26-07:00,724300,1.0
114-6432062-2264231,2022-07-25T14:35:37-07:00,791193,1.0
113-7539759-1819418,2022-07-22T12:12:57-07:00,15001,1.0
112-6261238-5781007,2022-07-25T14:45:26-07:00,791193,1.0
114-3929513-8941017,2022-07-25T15:57:17-07:00,36153,5.0
111-8460379-9525853,2022-07-25T15:54:44-07:00,799388,1.0
114-5639738-0172223,2022-07-25T16:26:11-07:00,791193,1.0
111-8742571-7983400,2022-07-25T17:02:44-07:00,791193,1.0
111-8782570-4385842,2022-07-25T17:15:48-07:00,791193,1.0
113-4975521-9036257,2022-07-25T17:47:27-07:00,10334C,3.0
113-1057085-0422606,2022-07-25T21:28:41-07:00,36500,1.0
112-9928889-5693039,2022-07-26T03:37:47-07:00,936599,1.0
111-5188403-3813843,2022-07-26T04:40:28-07:00,791192,1.0
112-7241625-0590656,2022-07-26T05:19:27-07:00,24124,1.0
114-0569313-5478645,2022-07-26T05:24:27-07:00,9303,1.0
113-0394929-1221066,2022-07-26T06:07:52-07:00,24153,2.0
113-1548461-6022658,2022-07-26T06:27:35-07:00,36530,1.0
111-6612631-4297862,2022-07-26T06:30:25-07:00,791192,1.0
111-3613673-0111410,2022-07-26T06:47:17-07:00,24124,1.0
111-3369728-2072247,2022-07-26T06:56:17-07:00,10334C,1.0
111-4400573-8296228,2022-07-26T07:09:36-07:00,724300,1.0
113-0315620-7817848,2022-07-26T07:11:01-07:00,4543C,1.0
112-9587906-5682600,2022-07-26T07:16:20-07:00,724300,1.0
111-8628771-8861059,2022-07-26T07:16:08-07:00,3614,1.0
112-5452234-0545024,2022-07-26T07:25:40-07:00,791193,2.0
113-9289920-1779405,2022-07-26T07:33:28-07:00,36150,1.0
113-6966206-4033067,2022-07-26T07:30:49-07:00,10311C,1.0
113-1693822-8369865,2022-07-26T07:42:40-07:00,936599,1.0
112-2280112-6920264,2022-07-26T07:38:54-07:00,36500,2.0
113-4992946-6857853,2022-07-26T07:47:00-07:00,22150,1.0
111-7570890-9616222,2022-07-26T07:54:00-07:00,791193,1.0
114-1152427-4273847,2022-07-26T07:53:41-07:00,724510,2.0
114-2117003-6750644,2022-07-26T07:54:20-07:00,791193,4.0
113-4598917-5201028,2022-07-26T07:58:38-07:00,4543C,1.0
114-1680109-1110654,2022-07-26T07:59:36-07:00,36500,1.0
111-1400996-9789048,2022-07-26T08:01:09-07:00,724500,1.0
114-1881634-9388221,2022-07-26T08:02:46-07:00,36500,2.0
113-7488363-4373800,2022-07-26T08:04:28-07:00,10317C,1.0
112-7181314-9980221,2022-07-26T08:00:55-07:00,724300,1.0
112-3698935-7781856,2022-07-26T08:07:50-07:00,36500,1.0
111-9624810-1665852,2022-07-26T08:13:10-07:00,730599,1.0
114-4525470-7220213,2022-07-26T08:13:09-07:00,24124,2.0
112-9967123-7763437,2022-07-26T08:17:16-07:00,724300,1.0
114-0900181-1598614,2022-07-26T08:26:26-07:00,36150,3.0
114-8586490-8958660,2022-07-26T08:30:39-07:00,10317C,1.0
111-9206036-6295437,2022-07-26T08:46:29-07:00,724500,1.0
111-0344496-6324254,2022-07-26T08:47:54-07:00,36150,3.0
113-7595865-4574640,2022-07-26T08:56:53-07:00,10311C,1.0
113-2741017-7983434,2022-07-26T09:09:42-07:00,24153,1.0
113-1330527-1841052,2022-07-26T09:10:25-07:00,10334C,1.0
111-4544769-9769810,2022-07-26T09:15:07-07:00,791192,2.0
114-1018455-6924266,2022-07-26T09:25:19-07:00,791193,1.0
113-5295473-3855443,2022-07-26T09:26:31-07:00,24153,1.0
114-4517549-4911411,2022-07-26T10:02:45-07:00,791193,1.0
114-8211661-9065020,2022-07-26T10:17:35-07:00,10334C,2.0
111-6616996-5729817,2022-07-26T10:33:07-07:00,MH-2SJR-ID3C,1.0
114-7865243-2406614,2022-07-26T10:43:45-07:00,36500,1.0
112-4807389-8273846,2022-07-26T10:53:58-07:00,30150,1.0
114-2718810-0235455,2022-07-26T10:59:17-07:00,724300,1.0
114-5943575-4277840,2022-07-26T10:58:11-07:00,10317C,1.0
112-0105197-2112247,2022-07-26T11:13:59-07:00,27-1TVA-IET3,1.0
111-7260843-5596239,2022-07-26T11:16:59-07:00,771851,1.0
114-8166638-3450651,2022-07-26T11:16:29-07:00,36150,1.0
112-6416420-4404231,2022-07-26T11:16:56-07:00,27-1TVA-IET3,1.0
114-9405556-2581052,2022-07-26T11:24:35-07:00,22013,3.0
112-9571781-3608212,2022-07-26T11:33:54-07:00,10311C,1.0
112-0582210-0789024,2022-07-26T11:42:56-07:00,36500,1.0
112-3687950-0241015,2022-07-26T11:48:39-07:00,27-1TVA-IET3,1.0
113-8424094-5549028,2022-07-26T11:59:06-07:00,724150,1.0
114-7854993-7204257,2022-07-26T12:00:34-07:00,10334C,1.0
111-9164252-0779455,2022-07-26T12:15:26-07:00,11500,1.0
113-2171195-0175443,2022-07-26T12:30:25-07:00,10334C,1.0
112-6621717-5805065,2022-07-26T12:32:14-07:00,10334C,1.0
114-9224526-7744201,2022-07-26T12:42:29-07:00,36500,1.0
114-9224526-7744201,2022-07-26T12:42:29-07:00,724500,2.0
112-6805205-0392244,2022-07-26T12:57:33-07:00,10334C,1.0
114-2641698-3217061,2022-07-26T12:46:52-07:00,791193,5.0
112-4035359-4942636,2022-07-26T12:48:16-07:00,36150,1.0
113-1213878-0191453,2022-07-26T12:50:49-07:00,779153,3.0
114-9566461-0697826,2022-07-26T12:57:57-07:00,10334C,1.0
111-2813668-3836249,2022-07-26T13:03:05-07:00,36150,1.0
112-5601503-0793025,2022-07-26T13:06:22-07:00,791193,1.0
114-0253115-2554645,2022-07-26T13:09:39-07:00,724300,1.0
111-6118259-7182651,2022-07-26T13:12:31-07:00,10334C,1.0
113-3133025-0287402,2022-07-26T13:33:10-07:00,724500,2.0
111-5501600-0242657,2022-07-26T13:39:17-07:00,724304,1.0
114-4062695-9410650,2022-07-26T13:40:48-07:00,730300,1.0
113-0363303-2619412,2022-07-26T13:35:21-07:00,730300,3.0
113-0263180-5054652,2022-07-26T13:51:44-07:00,791192,1.0
112-3097082-7627460,2022-07-26T13:55:32-07:00,791192,1.0
113-1607783-9734639,2022-07-26T14:03:44-07:00,27-1TVA-IET3,2.0
114-5700879-0113028,2022-07-26T14:26:40-07:00,71850,1.0
111-6539713-7609032,2022-07-26T13:52:12-07:00,36150,1.0
112-1073465-4357006,2022-07-26T14:41:45-07:00,724500,1.0
112-2531451-6955446,2022-07-26T15:05:18-07:00,724304,2.0
111-0131664-0402650,2022-07-26T15:14:16-07:00,24124,1.0
113-8284317-8739436,2022-07-26T15:52:48-07:00,724500,1.0
114-3553764-8117003,2022-07-26T15:59:26-07:00,10334C,1.0
111-8308721-1408247,2022-07-26T16:21:05-07:00,24124,1.0
113-7040272-3663445,2022-07-26T16:41:06-07:00,10317C,1.0
112-0312356-6412248,2022-07-26T17:23:25-07:00,10334C,1.0
114-1944822-8673069,2022-07-26T17:55:44-07:00,791193,1.0
111-0885549-6097063,2022-07-26T19:39:39-07:00,724300,1.0
114-0940103-2116205,2022-07-26T17:41:20-07:00,102467PLT,4.0
114-9739798-4195457,2022-07-27T04:29:13-07:00,30150,1.0
112-0075713-4359433,2022-07-27T04:46:33-07:00,30150,2.0
113-6526240-5061034,2022-07-27T04:44:18-07:00,724150,1.0
113-1464207-5809824,2022-07-27T05:03:04-07:00,17500,1.0
113-3780320-3249035,2022-07-27T05:14:57-07:00,791193,2.0
114-1931738-6649816,2022-07-27T05:28:07-07:00,36500,3.0
112-8999169-5900208,2022-07-27T05:35:30-07:00,724500,4.0
113-1226274-3794658,2022-07-27T05:39:52-07:00,50029,1.0
113-7483595-6275418,2022-07-27T05:41:30-07:00,17500,2.0
114-7219136-5119439,2022-07-27T05:46:49-07:00,724300,1.0
112-0654460-2889064,2022-07-20T08:29:06-07:00,13020,1.0
112-9393613-9426626,2022-07-27T05:48:30-07:00,771851,1.0
113-5296995-7484256,2022-07-27T05:58:49-07:00,36500,4.0
113-4152205-4469845,2022-07-27T05:54:39-07:00,10334C,1.0
111-9333828-9864262,2022-07-27T05:50:28-07:00,10334C,1.0
111-2980761-1159435,2022-07-27T05:58:35-07:00,36500,1.0
114-0472827-2298632,2022-07-27T06:08:27-07:00,24153,1.0
113-9132428-0608239,2022-07-27T06:23:43-07:00,36150,1.0
113-3243834-2559426,2022-07-27T06:21:57-07:00,791192,1.0
111-1939705-9286630,2022-07-27T06:25:52-07:00,730300,2.0
111-1939705-9286630,2022-07-27T06:25:52-07:00,724300,2.0
111-7288984-1201051,2022-07-27T06:27:51-07:00,724500,1.0
113-9937543-2943447,2022-07-27T06:29:39-07:00,30150,1.0
112-3336813-8699418,2022-07-27T06:30:40-07:00,724300,8.0
114-9535289-1334655,2022-07-27T06:59:24-07:00,724300,1.0
113-8265089-8176223,2022-07-27T07:06:28-07:00,36500,1.0
111-7302946-1397033,2022-07-27T07:32:23-07:00,36500,2.0
111-7302946-1397033,2022-07-27T07:32:23-07:00,24650,1.0
112-6474411-5617068,2022-07-27T07:34:32-07:00,36150,1.0
113-8062686-5893867,2022-07-27T07:36:19-07:00,724300,1.0
113-4245667-5905024,2022-07-27T07:34:58-07:00,36500,2.0
114-3899765-4272201,2022-07-27T07:49:17-07:00,724300,1.0
113-5327010-6515429,2022-07-27T07:55:30-07:00,30150,1.0
111-4252460-8611403,2022-07-27T08:10:33-07:00,724500,1.0
114-1891092-2985041,2022-07-27T08:06:52-07:00,10311C,1.0
114-4736334-2537813,2022-07-27T08:43:27-07:00,791192,1.0
114-1922527-5645012,2022-07-27T08:15:32-07:00,10334C,1.0
111-6916887-4105826,2022-07-27T08:16:25-07:00,36500,2.0
111-6916887-4105826,2022-07-27T08:16:25-07:00,724500,2.0
112-3568906-6445864,2022-07-27T08:21:04-07:00,724300,2.0
111-0642046-6864242,2022-07-27T08:34:03-07:00,10334C,1.0
111-1516392-3601823,2022-07-27T08:34:47-07:00,36500,1.0
112-0194433-3985859,2022-07-27T08:40:55-07:00,777143,5.0
111-6493095-8046625,2022-07-27T08:50:41-07:00,7822,1.0
112-9398654-9442606,2022-07-27T08:49:30-07:00,724150,1.0
111-1960254-6296234,2022-07-27T08:57:23-07:00,724500,2.0
111-1960254-6296234,2022-07-27T08:57:23-07:00,36500,1.0
114-4878456-7897033,2022-07-27T09:05:02-07:00,71850,1.0
114-4394075-3061041,2022-07-27T09:11:48-07:00,779153,1.0
113-8960474-5035458,2022-07-27T09:21:42-07:00,36500,1.0
113-2187229-7333036,2022-07-27T09:19:34-07:00,13020,1.0
114-1402802-6791431,2022-07-27T09:19:57-07:00,779113,1.0
114-6148855-1033048,2022-07-27T09:35:44-07:00,24650,2.0
113-9000664-9645861,2022-07-27T09:39:24-07:00,771851,5.0
112-3743403-7813004,2022-07-27T09:47:19-07:00,30650,1.0
114-2923210-2797835,2022-07-27T09:52:10-07:00,36150,2.0
111-3962061-5739460,2022-07-27T09:54:14-07:00,30150,1.0
113-7324326-1737052,2022-07-27T10:05:06-07:00,10316,1.0
111-0143660-5197008,2022-07-27T10:08:52-07:00,791193,2.0
111-4199860-7208204,2022-07-27T10:22:42-07:00,10316,1.0
114-0443837-7862640,2022-07-27T10:41:00-07:00,724304,1.0
112-9835953-4903427,2022-07-27T10:37:31-07:00,10317C,1.0
113-1453997-3877868,2022-07-27T10:38:36-07:00,724304,4.0
112-2335118-7770620,2022-07-27T06:38:08-07:00,724150,1.0
114-2256517-4079459,2022-07-27T10:52:05-07:00,10334C,1.0
113-3098273-2245819,2022-07-27T11:04:50-07:00,724500,4.0
113-6691517-8173842,2022-07-27T05:42:26-07:00,30030,1.0
112-6861847-9837062,2022-07-27T05:59:01-07:00,10334C,1.0
112-6861847-9837062,2022-07-27T05:59:01-07:00,10311C,1.0
113-7686229-1590653,2022-07-27T11:34:33-07:00,791193,3.0
114-0805308-7405828,2022-07-27T11:41:26-07:00,24153,2.0
113-9485124-2237002,2022-07-27T11:44:03-07:00,771851,1.0
113-9485124-2237002,2022-07-27T11:44:03-07:00,777143,1.0
111-6952675-0100236,2022-07-27T11:49:28-07:00,724500,3.0
113-6219584-6056254,2022-07-27T11:52:17-07:00,71850,1.0
111-6155126-3761016,2022-07-27T11:52:04-07:00,36500,3.0
111-6155126-3761016,2022-07-27T11:52:04-07:00,730300,3.0
111-9799761-1045852,2022-07-27T11:53:37-07:00,36500,1.0
111-6830973-5772256,2022-07-27T12:02:19-07:00,730300,1.0
114-5312550-2649865,2022-07-27T12:11:16-07:00,734500,3.0
111-6038103-8752220,2022-07-27T12:27:58-07:00,30150,1.0
111-9345917-0011438,2022-07-27T12:32:02-07:00,730300,1.0
111-4793645-6883434,2022-07-27T12:39:31-07:00,724500,2.0
113-8028837-2349060,2022-07-27T12:53:34-07:00,10334C,1.0
111-8232681-5923432,2022-07-27T12:58:15-07:00,36150,1.0
111-6524197-0043459,2022-07-27T13:10:12-07:00,10311C,1.0
113-0300300-5632257,2022-07-27T13:16:22-07:00,771851,2.0
113-7318161-2341865,2022-07-27T13:22:02-07:00,3614,2.0
111-2125796-6924206,2022-07-27T13:26:00-07:00,730300,3.0
113-8477187-7148250,2022-07-27T13:31:42-07:00,36500,3.0
113-6880622-7561011,2022-07-27T10:22:48-07:00,724304,1.0
111-2496638-6013846,2022-07-27T13:37:42-07:00,777802,3.0
113-7255105-8995450,2022-07-27T13:59:11-07:00,791193,2.0
111-9840290-2889864,2022-07-27T14:06:09-07:00,MH-2SJR-ID3C,2.0
112-0136306-4952213,2022-07-27T14:09:52-07:00,36500,1.0
113-4163478-1685811,2022-07-27T14:20:11-07:00,791193,1.0
114-5474915-4779460,2022-07-27T14:45:47-07:00,10334C,1.0
112-6933854-7756214,2022-07-27T14:53:57-07:00,36500,1.0
113-8264476-4310619,2022-07-27T14:49:58-07:00,779113,1.0
111-1829359-6244219,2022-07-27T14:56:53-07:00,36500,1.0
112-5732201-3031400,2022-07-27T15:15:52-07:00,10334C,1.0
112-8554218-0152245,2022-07-27T16:03:40-07:00,10334C,1.0
114-9352970-0238658,2022-07-27T13:42:03-07:00,10311C,4.0
114-9168561-4887428,2022-07-27T16:39:52-07:00,724500,1.0
112-4560227-0294626,2022-07-27T17:05:22-07:00,777802,1.0
114-0762427-4414620,2022-07-27T18:11:37-07:00,724500,1.0
112-9747522-8713811,2022-07-27T18:14:43-07:00,36500,1.0
111-4090531-3573813,2022-07-27T18:40:00-07:00,773382,4.0
112-7730187-1915409,2022-07-27T14:14:44-07:00,36500,1.0
113-7184442-1136233,2022-07-27T20:09:33-07:00,24153,1.0
112-0843613-1281832,2022-07-27T20:46:25-07:00,36150,1.0
112-9724730-2847463,2022-07-28T05:22:22-07:00,10336C,1.0
112-3939914-6856255,2022-07-28T05:25:26-07:00,36500,2.0
112-9850866-4181066,2022-07-28T05:37:26-07:00,10311C,1.0
112-4255704-0308264,2022-07-28T06:06:34-07:00,724150,1.0
114-6432361-2001038,2022-07-28T06:19:29-07:00,36500,1.0
113-9960586-0885806,2022-07-28T06:27:26-07:00,10334C,1.0
114-2548839-5940233,2022-07-28T06:57:44-07:00,10317C,1.0
114-6148440-1798618,2022-07-28T07:05:10-07:00,10317C,1.0
114-4688534-2805036,2022-07-28T07:06:10-07:00,791192,2.0
114-2143487-5315436,2022-07-28T07:10:07-07:00,10334C,1.0
112-8162198-7661811,2022-07-28T07:20:37-07:00,779113,1.0
114-1066304-2597043,2022-07-28T07:16:54-07:00,724300,1.0
114-4992432-5373051,2022-07-28T07:22:32-07:00,724304,1.0
114-4639345-4435424,2022-07-28T07:31:04-07:00,724300,1.0
114-4639345-4435424,2022-07-28T07:31:04-07:00,27-1TVA-IET3,1.0
113-6958181-6917844,2022-07-28T07:36:38-07:00,30150,1.0
113-2338639-7517030,2022-07-28T07:40:01-07:00,10334C,2.0
111-9154417-6845035,2022-07-28T07:50:47-07:00,779113,2.0
113-7131402-6457069,2022-07-28T07:53:05-07:00,10334C,1.0
113-7131402-6457069,2022-07-28T07:53:05-07:00,10311C,1.0
112-6450064-0789067,2022-07-28T07:54:17-07:00,2204,1.0
112-5276704-6334638,2022-07-28T08:02:35-07:00,36150,1.0
113-3766833-3059400,2022-07-28T08:08:50-07:00,936599,1.0
111-5729107-5721044,2022-07-28T08:09:50-07:00,36500,1.0
111-0193663-3531463,2022-07-28T08:12:52-07:00,791193,1.0
114-6230248-9086602,2022-07-28T08:12:34-07:00,722500,1.0
113-9412656-2105004,2022-07-28T08:30:34-07:00,724500,1.0
112-4839302-2915427,2022-07-28T08:30:41-07:00,36500,2.0
112-5203812-5105010,2022-07-28T08:31:14-07:00,10334C,1.0
114-2527130-8631422,2022-07-28T08:31:33-07:00,724300,1.0
112-0777285-4978632,2022-07-28T08:32:37-07:00,724500,1.0
112-2187151-4240253,2022-07-28T08:47:27-07:00,10334C,1.0
111-5349169-5174619,2022-07-28T08:40:36-07:00,36153,1.0
114-2965882-6181835,2022-07-28T08:41:28-07:00,36500,10.0
113-0052425-4405840,2022-07-28T08:56:56-07:00,724300,1.0
112-1701053-6390662,2022-07-28T09:10:18-07:00,10334C,1.0
114-9778079-1175406,2022-07-28T09:26:07-07:00,36500,1.0
113-5778607-8835467,2022-07-28T09:26:46-07:00,799388,4.0
113-7108013-7771426,2022-07-28T09:27:00-07:00,36555,1.0
112-7126520-1300252,2022-07-28T09:33:49-07:00,36500,1.0
111-1483666-4715400,2022-07-28T09:14:11-07:00,10334C,3.0
111-1483666-4715400,2022-07-28T09:14:11-07:00,10311C,2.0
112-5775010-9961008,2022-07-28T09:45:47-07:00,36500,2.0
111-7432152-8218630,2022-07-28T09:52:02-07:00,36500,2.0
112-6753421-1449029,2022-07-25T14:34:26-07:00,10334C,1.0
112-5243155-4579421,2022-07-28T09:56:56-07:00,724300,4.0
113-3221689-6438622,2022-07-28T09:56:50-07:00,2866,1.0
111-0065471-8140279,2022-07-28T10:09:20-07:00,30150,2.0
114-1523448-3905014,2022-07-28T10:25:17-07:00,10334C,1.0
112-7226919-8343400,2022-07-28T10:29:10-07:00,791193,5.0
114-5331831-6081032,2022-07-28T10:55:13-07:00,16200,1.0
114-6125240-6982647,2022-07-28T10:52:45-07:00,10317C,2.0
111-8562033-9392251,2022-07-28T10:49:50-07:00,10334C,1.0
111-8562033-9392251,2022-07-28T10:49:50-07:00,10317C,1.0
111-1898943-9149844,2022-07-28T10:50:30-07:00,791192,1.0
112-1396799-9695425,2022-07-28T10:51:48-07:00,779113,10.0
113-7262600-2593852,2022-07-28T10:59:22-07:00,10317C,1.0
112-5327905-4086623,2022-07-28T11:08:27-07:00,2209,2.0
113-5453542-0088224,2022-07-28T11:15:11-07:00,10334C,1.0
114-7787292-4883428,2022-07-28T11:18:35-07:00,10334C,1.0
114-9318584-7153033,2022-07-28T11:30:52-07:00,10334C,5.0
112-6179142-6263418,2022-07-28T11:37:27-07:00,724300,1.0
112-6916222-9873831,2022-07-28T11:40:21-07:00,30650,1.0
112-5176228-8403412,2022-07-28T12:02:12-07:00,10311C,1.0
112-8996758-2075407,2022-07-28T11:54:18-07:00,10334C,1.0
114-2942344-1331402,2022-07-28T12:01:33-07:00,722500,1.0
112-9916413-6345833,2022-07-28T12:14:20-07:00,36500,1.0
112-1308108-6337800,2022-07-28T12:20:22-07:00,24124,1.0
113-6478005-8533060,2022-07-28T12:24:33-07:00,779112,1.0
112-6021507-3945861,2022-07-28T12:25:54-07:00,791192,1.0
112-3261986-2700223,2022-07-28T12:30:01-07:00,791193,1.0
111-1274690-0345022,2022-07-27T12:58:28-07:00,724150,3.0
114-8223253-7609064,2022-07-28T12:31:45-07:00,10317C,1.0
114-4967197-4219427,2022-07-28T12:43:22-07:00,936599,1.0
112-1218066-6162629,2022-07-28T12:46:52-07:00,36500,1.0
112-0068122-7247458,2022-07-28T12:45:25-07:00,24124,1.0
111-3696607-4271428,2022-07-28T12:49:54-07:00,791192,2.0
113-7483059-9231401,2022-07-28T12:52:11-07:00,724300,1.0
113-7445808-8637858,2022-07-28T12:22:07-07:00,799388,10.0
112-9177745-5031431,2022-07-28T13:09:53-07:00,36500,1.0
114-0122363-5932260,2022-07-28T13:16:54-07:00,24153,4.0
112-0582869-6112233,2022-07-28T13:23:41-07:00,724300,1.0
111-5589367-2415442,2022-07-28T13:30:49-07:00,10334C,1.0
114-5272088-8761007,2022-07-28T13:36:52-07:00,724300,5.0
111-3070274-4137821,2022-07-28T13:42:31-07:00,771851,1.0
111-3587924-2341862,2022-07-28T13:51:54-07:00,36150,1.0
112-5258837-5372257,2022-07-28T14:10:48-07:00,24153,1.0
112-6309321-5425037,2022-07-28T14:22:53-07:00,724300,1.0
114-2276964-9682641,2022-07-28T14:27:54-07:00,10334C,2.0
114-9766474-7064206,2022-07-28T14:35:47-07:00,10334C,1.0
112-0722035-9034639,2022-07-28T15:24:33-07:00,791193,1.0
111-7105599-0478660,2022-07-28T15:33:37-07:00,10334C,1.0
111-6860864-1306623,2022-07-28T15:32:34-07:00,10334C,2.0
112-8975138-9528252,2022-07-28T15:34:45-07:00,27-1TVA-IET3,2.0
113-2883845-2651406,2022-07-28T15:34:20-07:00,36500,1.0
113-5239073-8313811,2022-07-28T15:28:46-07:00,724150,1.0
112-0092507-2756200,2022-07-28T16:15:53-07:00,724304,1.0
111-9750090-6501061,2022-07-28T16:33:38-07:00,36153,1.0
111-2928143-4155457,2022-07-28T17:12:18-07:00,799388,1.0
113-8870976-8157864,2022-07-28T17:48:55-07:00,7821,1.0
111-8123217-2605844,2022-07-28T18:07:40-07:00,724300,1.0
111-5055938-1061868,2022-07-28T18:23:31-07:00,16200,2.0
114-8319046-0774613,2022-07-28T19:50:23-07:00,24153,1.0
113-0940494-9897032,2022-07-28T22:25:34-07:00,24153,1.0
